Nom du point de vente,Commune,Daira,Wilaya,Latitude,Longitude,Cluster
Point de Vente Belouizdad 075,Belouizdad,Hussein Dey,Alger,36.75405877287096,3.0544108032599806,45.0
Point de Vente Belouizdad 078,Belouizdad,Hussein Dey,Alger,36.75504578470168,3.0684298434219714,66.0
Point de Vente Belouizdad 080,Belouizdad,Hussein Dey,Alger,36.75424496234475,3.065280101630219,59.0
Point de Vente Belouizdad 081,Belouizdad,Hussein Dey,Alger,36.7542640116698,3.054102217651712,45.0
Point de Vente Belouizdad 082,Belouizdad,Hussein Dey,Alger,36.750100850436894,3.055446523663933,47.0
Point de Vente Belouizdad 083,Belouizdad,Hussein Dey,Alger,36.762972550539175,3.0557728092967014,34.0
Point de Vente Belouizdad 084,Belouizdad,Hussein Dey,Alger,36.76221445416844,3.06158729931418,68.0
Point de Vente Belouizdad 085,Belouizdad,Hussein Dey,Alger,36.74900143035757,3.0540353352441683,72.0
Point de Vente Belouizdad 086,Belouizdad,Hussein Dey,Alger,36.754792139201776,3.0668147563853783,-1.0
Point de Vente Belouizdad 087,Belouizdad,Hussein Dey,Alger,36.76235855300785,3.0651580367504576,-1.0
Point de Vente Belouizdad 089,Belouizdad,Hussein Dey,Alger,36.74488099806475,3.054665063177203,65.0
Point de Vente Belouizdad 090,Belouizdad,Hussein Dey,Alger,36.76090468370242,3.0678613008597657,64.0
Point de Vente Belouizdad 091,Belouizdad,Hussein Dey,Alger,36.75681658695757,3.059380916003682,35.0
Point de Vente Belouizdad 092,Belouizdad,Hussein Dey,Alger,36.76033725925164,3.0604764777953024,42.0
Point de Vente Belouizdad 094,Belouizdad,Hussein Dey,Alger,36.743806506086905,3.054915994996495,65.0
Point de Vente Belouizdad 095,Belouizdad,Hussein Dey,Alger,36.746584796751335,3.054433643135474,65.0
Point de Vente Belouizdad 097,Belouizdad,Hussein Dey,Alger,36.75854093089728,3.06431807429554,63.0
Point de Vente Belouizdad 098,Belouizdad,Hussein Dey,Alger,36.76290008174767,3.0550158996731014,34.0
Point de Vente Belouizdad 101,Belouizdad,Hussein Dey,Alger,36.746392310679234,3.053524889867374,65.0
Point de Vente Belouizdad 103,Belouizdad,Hussein Dey,Alger,36.74650038872616,3.0542754664041545,65.0
Point de Vente Belouizdad 105,Belouizdad,Hussein Dey,Alger,36.75492701004355,3.068870668323429,66.0
Point de Vente Bab El Oued 002,Bab El Oued,Bab El Oued,Alger,36.79355076696662,3.0609703350286583,-1.0
Point de Vente Bab El Oued 006,Bab El Oued,Bab El Oued,Alger,36.79078747907954,3.057816019312905,-1.0
Point de Vente Bab El Oued 009,Bab El Oued,Bab El Oued,Alger,36.79425477977728,3.056282368455231,73.0
Point de Vente Bab El Oued 010,Bab El Oued,Bab El Oued,Alger,36.79370836342561,3.048648942045733,74.0
Point de Vente Bab El Oued 016,Bab El Oued,Bab El Oued,Alger,36.78967078339221,3.0593177566922174,76.0
Point de Vente Bab El Oued 017,Bab El Oued,Bab El Oued,Alger,36.79328451799923,3.055229767939933,73.0
Point de Vente Bab El Oued 018,Bab El Oued,Bab El Oued,Alger,36.79016507761054,3.054653766796891,77.0
Point de Vente Bab El Oued 019,Bab El Oued,Bab El Oued,Alger,36.79349148147332,3.0560103872324884,73.0
Point de Vente Bab El Oued 026,Bab El Oued,Bab El Oued,Alger,36.78989590010071,3.058981972992403,76.0
Point de Vente Bab El Oued 027,Bab El Oued,Bab El Oued,Alger,36.79833976257034,3.043821211917728,78.0
Point de Vente Bab El Oued 038,Bab El Oued,Bab El Oued,Alger,36.7889722392491,3.054157989340506,77.0
Point de Vente Bab El Oued 048,Bab El Oued,Bab El Oued,Alger,36.78939928384857,3.051330531181871,83.0
Point de Vente Bab El Oued 050,Bab El Oued,Bab El Oued,Alger,36.8006925034334,3.0457700184544074,84.0
Point de Vente Bab El Oued 051,Bab El Oued,Bab El Oued,Alger,36.78085045106108,3.049831850336816,14.0
Point de Vente Bab El Oued 052,Bab El Oued,Bab El Oued,Alger,36.792930510290056,3.046551984728711,74.0
Point de Vente Bab El Oued 055,Bab El Oued,Bab El Oued,Alger,36.78974823305544,3.060965369985835,-1.0
Point de Vente Bab El Oued 057,Bab El Oued,Bab El Oued,Alger,36.786804609907136,3.04970413565074,14.0
Point de Vente Bab El Oued 064,Bab El Oued,Bab El Oued,Alger,36.78952915078995,3.051507419477551,83.0
Point de Vente Bab El Oued 066,Bab El Oued,Bab El Oued,Alger,36.788255861873445,3.0627245756182666,0.0
Point de Vente Bab El Oued 067,Bab El Oued,Bab El Oued,Alger,36.78687341652457,3.051903637018454,83.0
Point de Vente Bab El Oued 072,Bab El Oued,Bab El Oued,Alger,36.790325416073166,3.053722743345749,77.0
Point de Vente Bab El Oued 076,Bab El Oued,Bab El Oued,Alger,36.79253921055343,3.047341176456473,74.0
Point de Vente Bab El Oued 078,Bab El Oued,Bab El Oued,Alger,36.78950965272937,3.0497110589317336,14.0
Point de Vente Bab El Oued 079,Bab El Oued,Bab El Oued,Alger,36.78690097159114,3.062466020017022,0.0
Point de Vente Bab El Oued 081,Bab El Oued,Bab El Oued,Alger,36.78100995311646,3.0463542248298654,-1.0
Point de Vente Bab El Oued 085,Bab El Oued,Bab El Oued,Alger,36.791373694806445,3.0464496868819504,74.0
Point de Vente Bab El Oued 089,Bab El Oued,Bab El Oued,Alger,36.79473291484548,3.043370263663088,78.0
Point de Vente Bab El Oued 090,Bab El Oued,Bab El Oued,Alger,36.79059688258676,3.0533707219929207,77.0
Point de Vente Bab El Oued 099,Bab El Oued,Bab El Oued,Alger,36.79435142722966,3.049345112741714,74.0
Point de Vente Bab El Oued 101,Bab El Oued,Bab El Oued,Alger,36.79408399772192,3.053006754371141,77.0
Point de Vente Bab El Oued 104,Bab El Oued,Bab El Oued,Alger,36.79162706935618,3.046539086548276,74.0
Point de Vente Bab El Oued 105,Bab El Oued,Bab El Oued,Alger,36.78111948578511,3.063026586996347,0.0
Point de Vente Bab El Oued 106,Bab El Oued,Bab El Oued,Alger,36.79207620937842,3.052741258926273,77.0
Point de Vente Bab El Oued 108,Bab El Oued,Bab El Oued,Alger,36.79290690932764,3.052580048828171,77.0
Point de Vente Bab El Oued 109,Bab El Oued,Bab El Oued,Alger,36.7848133296862,3.043107261179673,87.0
Point de Vente Bab El Oued 110,Bab El Oued,Bab El Oued,Alger,36.792947467331416,3.0460407190868337,74.0
Point de Vente Bab El Oued 112,Bab El Oued,Bab El Oued,Alger,36.79223009011189,3.0488509363307594,74.0
Point de Vente Bab El Oued 113,Bab El Oued,Bab El Oued,Alger,36.79238585670393,3.0504310930781444,88.0
Point de Vente Bab El Oued 116,Bab El Oued,Bab El Oued,Alger,36.791776700549306,3.0468425541617927,74.0
Point de Vente Bab El Oued 119,Bab El Oued,Bab El Oued,Alger,36.788025162700976,3.049041698053361,14.0
Point de Vente Bab El Oued 121,Bab El Oued,Bab El Oued,Alger,36.79354693903555,3.050509526284773,88.0
Point de Vente Bab El Oued 125,Bab El Oued,Bab El Oued,Alger,36.79500411233085,3.0438372197121444,78.0
Point de Vente Bab El Oued 126,Bab El Oued,Bab El Oued,Alger,36.78976901319208,3.0537980151042103,77.0
Point de Vente Bab El Oued 129,Bab El Oued,Bab El Oued,Alger,36.78196367294262,3.043815992798623,-1.0
Point de Vente Bab El Oued 130,Bab El Oued,Bab El Oued,Alger,36.80042145260857,3.049059724926159,-1.0
Point de Vente Bab El Oued 132,Bab El Oued,Bab El Oued,Alger,36.79265633455675,3.045621063124792,74.0
Point de Vente Bab El Oued 142,Bab El Oued,Bab El Oued,Alger,36.794535822127166,3.047667539242389,74.0
Point de Vente Bab El Oued 146,Bab El Oued,Bab El Oued,Alger,36.79261509561621,3.0563071653902543,73.0
Point de Vente Bab El Oued 152,Bab El Oued,Bab El Oued,Alger,36.79089331569548,3.0446937610316747,80.0
Point de Vente Bab El Oued 155,Bab El Oued,Bab El Oued,Alger,36.7942893911064,3.046679170557069,74.0
Point de Vente Bab El Oued 156,Bab El Oued,Bab El Oued,Alger,36.78807999283118,3.0496254650905827,14.0
Point de Vente Bab El Oued 157,Bab El Oued,Bab El Oued,Alger,36.78781526442055,3.051956200170799,83.0
Point de Vente Bab El Oued 158,Bab El Oued,Bab El Oued,Alger,36.795329685502935,3.0533185485434338,77.0
Point de Vente Bab El Oued 160,Bab El Oued,Bab El Oued,Alger,36.78952105320425,3.055076560467967,77.0
Point de Vente Bab El Oued 164,Bab El Oued,Bab El Oued,Alger,36.78744114511201,3.0513496772638304,83.0
Point de Vente Bab El Oued 167,Bab El Oued,Bab El Oued,Alger,36.79144017851686,3.043176050725536,80.0
Point de Vente Bologhine 002,Bologhine,Bab El Oued,Alger,36.80396327696148,3.0397766244812163,91.0
Point de Vente Bologhine 005,Bologhine,Bab El Oued,Alger,36.80490554690896,3.0342971520303363,93.0
Point de Vente Bologhine 009,Bologhine,Bab El Oued,Alger,36.80738553291008,3.040513823330337,96.0
Point de Vente Bologhine 010,Bologhine,Bab El Oued,Alger,36.8044145932117,3.033037582633248,97.0
Point de Vente Bologhine 011,Bologhine,Bab El Oued,Alger,36.79917515772004,3.037394349503653,98.0
Point de Vente Bologhine 016,Bologhine,Bab El Oued,Alger,36.79720775977642,3.032997806533897,102.0
Point de Vente Bologhine 017,Bologhine,Bab El Oued,Alger,36.79986092385492,3.043490919625256,78.0
Point de Vente Bologhine 019,Bologhine,Bab El Oued,Alger,36.80685073303007,3.036459984704287,103.0
Point de Vente Bologhine 020,Bologhine,Bab El Oued,Alger,36.80247008287429,3.0340120914779027,93.0
Point de Vente Bologhine 023,Bologhine,Bab El Oued,Alger,36.804222294057325,3.0395255321163406,91.0
Point de Vente Bologhine 025,Bologhine,Bab El Oued,Alger,36.80218388435541,3.0457541205227456,84.0
Point de Vente Bologhine 026,Bologhine,Bab El Oued,Alger,36.807114135059095,3.0408321267352765,96.0
Point de Vente Bologhine 030,Bologhine,Bab El Oued,Alger,36.79764859780206,3.043224876196885,78.0
Point de Vente Bologhine 033,Bologhine,Bab El Oued,Alger,36.806958505670615,3.037993671173572,-1.0
Point de Vente Bologhine 034,Bologhine,Bab El Oued,Alger,36.808444488804106,3.035185551873341,99.0
Point de Vente Bologhine 035,Bologhine,Bab El Oued,Alger,36.80138378730655,3.0350340625392884,-1.0
Point de Vente Bologhine 036,Bologhine,Bab El Oued,Alger,36.80053139788264,3.032558664281946,-1.0
Point de Vente Bologhine 037,Bologhine,Bab El Oued,Alger,36.794842841715074,3.0488662971728604,74.0
Point de Vente Bologhine 038,Bologhine,Bab El Oued,Alger,36.80324513307723,3.0343574125715,93.0
Point de Vente Bologhine 040,Bologhine,Bab El Oued,Alger,36.79931820205922,3.0388499605171977,107.0
Point de Vente Bologhine 042,Bologhine,Bab El Oued,Alger,36.79632095828411,3.038479064960838,107.0
Point de Vente Bologhine 043,Bologhine,Bab El Oued,Alger,36.80402776611829,3.043390712799598,108.0
Point de Vente Bologhine 044,Bologhine,Bab El Oued,Alger,36.80235902080741,3.044299025886731,-1.0
Point de Vente Bologhine 045,Bologhine,Bab El Oued,Alger,36.80155738737616,3.038214246327139,98.0
Point de Vente Bologhine 046,Bologhine,Bab El Oued,Alger,36.804953582482646,3.0441465436960944,108.0
Point de Vente Bologhine 047,Bologhine,Bab El Oued,Alger,36.80210997895842,3.0381175295920184,98.0
Point de Vente Bologhine 049,Bologhine,Bab El Oued,Alger,36.805500739191565,3.03582794358192,103.0
Point de Vente Bologhine 056,Bologhine,Bab El Oued,Alger,36.8080037970056,3.033434085480567,-1.0
Point de Vente Bologhine 057,Bologhine,Bab El Oued,Alger,36.79521670302015,3.0524617977164064,77.0
Point de Vente Bologhine 058,Bologhine,Bab El Oued,Alger,36.796056728282046,3.0329806336321674,102.0
Point de Vente Bologhine 060,Bologhine,Bab El Oued,Alger,36.801365408593526,3.041543204243044,-1.0
Point de Vente Bologhine 063,Bologhine,Bab El Oued,Alger,36.79751206051188,3.051748359331256,77.0
Point de Vente Bologhine 064,Bologhine,Bab El Oued,Alger,36.80338184954197,3.03306294605848,97.0
Point de Vente Bologhine 068,Bologhine,Bab El Oued,Alger,36.79628905625859,3.036213721203472,-1.0
Point de Vente Bologhine 069,Bologhine,Bab El Oued,Alger,36.80310768498639,3.0476154589559754,105.0
Point de Vente Bologhine 070,Bologhine,Bab El Oued,Alger,36.79773201226018,3.038920243397784,107.0
Point de Vente Bologhine 076,Bologhine,Bab El Oued,Alger,36.81013456937355,3.034754166286517,99.0
Point de Vente Bologhine 077,Bologhine,Bab El Oued,Alger,36.79547006899985,3.0328401860105494,102.0
Point de Vente Bologhine 078,Bologhine,Bab El Oued,Alger,36.80315319095668,3.040448267205638,91.0
Point de Vente Bologhine 079,Bologhine,Bab El Oued,Alger,36.80037689968973,3.037463820159639,98.0
Point de Vente Casbah 1,Casbah,Bab El Oued,Alger,36.787398093644434,3.062298560966888,
Point de Vente Casbah 36,Casbah,Bab El Oued,Alger,36.779961645499625,3.052916597145849,
Point de Vente Casbah 39,Casbah,Bab El Oued,Alger,36.77918399603016,3.060426236967584,
Point de Vente Casbah 46,Casbah,Bab El Oued,Alger,36.77966555948712,3.0619188220084195,
Point de Vente Casbah 47,Casbah,Bab El Oued,Alger,36.77919504289247,3.055043184906854,
Point de Vente Casbah 59,Casbah,Bab El Oued,Alger,36.78892884643496,3.0610666504518536,
Point de Vente Casbah 61,Casbah,Bab El Oued,Alger,36.788248103498766,3.053074253892457,
Point de Vente Casbah 73,Casbah,Bab El Oued,Alger,36.788836660149855,3.0543333497838594,
Point de Vente Oued Koriche 1,Oued Koriche,Bab El Oued,Alger,36.78875403363129,3.042377779416904,
Point de Vente Oued Koriche 3,Oued Koriche,Bab El Oued,Alger,36.79015356701709,3.048851617156244,
Point de Vente Oued Koriche 5,Oued Koriche,Bab El Oued,Alger,36.7878460211244,3.0401683390136744,
Point de Vente Oued Koriche 7,Oued Koriche,Bab El Oued,Alger,36.78789190130725,3.0403647718262987,
Point de Vente Oued Koriche 11,Oued Koriche,Bab El Oued,Alger,36.79011297040624,3.0429120267870937,
Point de Vente Oued Koriche 12,Oued Koriche,Bab El Oued,Alger,36.78873142891898,3.0430587076943305,
Point de Vente Oued Koriche 13,Oued Koriche,Bab El Oued,Alger,36.79032855425465,3.0400620703600048,
Point de Vente Oued Koriche 17,Oued Koriche,Bab El Oued,Alger,36.78839274710852,3.040759695741258,
Point de Vente Oued Koriche 18,Oued Koriche,Bab El Oued,Alger,36.78607721901118,3.042250981542653,
Point de Vente Oued Koriche 19,Oued Koriche,Bab El Oued,Alger,36.78126393674784,3.0469032114880497,
Point de Vente Oued Koriche 21,Oued Koriche,Bab El Oued,Alger,36.78830459397412,3.0394644821098646,
Point de Vente Oued Koriche 22,Oued Koriche,Bab El Oued,Alger,36.7870150511824,3.0397373706038686,
Point de Vente Oued Koriche 23,Oued Koriche,Bab El Oued,Alger,36.781257517520245,3.040868113213061,
Point de Vente Oued Koriche 25,Oued Koriche,Bab El Oued,Alger,36.78188585392934,3.041520297161948,
Point de Vente Oued Koriche 27,Oued Koriche,Bab El Oued,Alger,36.78510749854684,3.039989602072372,
Point de Vente Oued Koriche 28,Oued Koriche,Bab El Oued,Alger,36.79045350456568,3.039199281392739,
Point de Vente Oued Koriche 29,Oued Koriche,Bab El Oued,Alger,36.79067993518306,3.0428871625312435,
Point de Vente Oued Koriche 30,Oued Koriche,Bab El Oued,Alger,36.78889085565122,3.0419851611837903,
Point de Vente Oued Koriche 31,Oued Koriche,Bab El Oued,Alger,36.78111189264669,3.0411071411564765,
Point de Vente Oued Koriche 34,Oued Koriche,Bab El Oued,Alger,36.78198151672365,3.041397235781426,
Point de Vente Oued Koriche 35,Oued Koriche,Bab El Oued,Alger,36.7808789966306,3.043855452422666,
Point de Vente Oued Koriche 37,Oued Koriche,Bab El Oued,Alger,36.78344191642287,3.039893516734685,
Point de Vente Oued Koriche 40,Oued Koriche,Bab El Oued,Alger,36.788670571992,3.040337456512661,
Point de Vente Oued Koriche 41,Oued Koriche,Bab El Oued,Alger,36.7808393002416,3.0397070153255785,
Point de Vente Oued Koriche 42,Oued Koriche,Bab El Oued,Alger,36.78790860531831,3.0394680301617507,
Point de Vente Oued Koriche 43,Oued Koriche,Bab El Oued,Alger,36.78537239125703,3.042038967675967,
Point de Vente Oued Koriche 44,Oued Koriche,Bab El Oued,Alger,36.78773502034846,3.0392838048803243,
Point de Vente Oued Koriche 46,Oued Koriche,Bab El Oued,Alger,36.78965306571917,3.048952805110728,
Point de Vente Oued Koriche 47,Oued Koriche,Bab El Oued,Alger,36.78086821173048,3.0440866539650084,
Point de Vente Oued Koriche 49,Oued Koriche,Bab El Oued,Alger,36.78427346513675,3.0423659597624257,
Point de Vente Oued Koriche 50,Oued Koriche,Bab El Oued,Alger,36.781710754650646,3.0402099393682254,
Point de Vente Oued Koriche 54,Oued Koriche,Bab El Oued,Alger,36.78518120166652,3.0412938751630887,
Point de Vente Oued Koriche 58,Oued Koriche,Bab El Oued,Alger,36.79041691458762,3.0408137320674946,
Point de Vente Oued Koriche 60,Oued Koriche,Bab El Oued,Alger,36.7851011429405,3.039821005550478,
Point de Vente Oued Koriche 61,Oued Koriche,Bab El Oued,Alger,36.78116453099103,3.042474695680221,
Point de Vente Oued Koriche 63,Oued Koriche,Bab El Oued,Alger,36.78509579822545,3.043104228900686,
Point de Vente Oued Koriche 64,Oued Koriche,Bab El Oued,Alger,36.78831525447095,3.039210119686544,
Point de Vente Oued Koriche 66,Oued Koriche,Bab El Oued,Alger,36.7823027703985,3.041302018102877,
Point de Vente Oued Koriche 67,Oued Koriche,Bab El Oued,Alger,36.7847049173804,3.042739471118689,
Point de Vente Oued Koriche 70,Oued Koriche,Bab El Oued,Alger,36.78793743076594,3.041315818909552,
Point de Vente Oued Koriche 71,Oued Koriche,Bab El Oued,Alger,36.786982270626346,3.042833952095076,
Point de Vente Oued Koriche 75,Oued Koriche,Bab El Oued,Alger,36.787812494674434,3.041183754618962,
Point de Vente Oued Koriche 76,Oued Koriche,Bab El Oued,Alger,36.78547023844489,3.040082786867779,
Point de Vente Oued Koriche 77,Oued Koriche,Bab El Oued,Alger,36.78458124264206,3.041423936679792,
Point de Vente Oued Koriche 80,Oued Koriche,Bab El Oued,Alger,36.78531261188901,3.0425284728805293,
Point de Vente Oued Koriche 82,Oued Koriche,Bab El Oued,Alger,36.781047950647,3.0441059094370413,
Point de Vente Oued Koriche 83,Oued Koriche,Bab El Oued,Alger,36.7898957008081,3.042325273813458,
Point de Vente Oued Koriche 84,Oued Koriche,Bab El Oued,Alger,36.78547583263705,3.042363519780206,
Point de Vente Oued Koriche 87,Oued Koriche,Bab El Oued,Alger,36.78244131428544,3.0413095035709587,
Point de Vente Oued Koriche 89,Oued Koriche,Bab El Oued,Alger,36.79039961809807,3.047052797493933,
Point de Vente Oued Koriche 91,Oued Koriche,Bab El Oued,Alger,36.78751787944949,3.0392277198263407,
Point de Vente Oued Koriche 92,Oued Koriche,Bab El Oued,Alger,36.790251831556446,3.0391755909714786,
Point de Vente Bir Mourad Rais 1,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73855016068117,3.049242711515369,
Point de Vente Bir Mourad Rais 2,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73802523740353,3.046851219800736,
Point de Vente Bir Mourad Rais 3,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73642475505725,3.04739243924253,
Point de Vente Bir Mourad Rais 4,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73728446036927,3.05223110363662,
Point de Vente Bir Mourad Rais 5,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74389524658654,3.0453057501653014,
Point de Vente Bir Mourad Rais 6,Bir Mourad Rais,Bir Mourad Rais,Alger,36.739627138361854,3.053718644299692,
Point de Vente Bir Mourad Rais 7,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73658826037929,3.045021052930296,
Point de Vente Bir Mourad Rais 8,Bir Mourad Rais,Bir Mourad Rais,Alger,36.738596004940405,3.046940778483448,
Point de Vente Bir Mourad Rais 9,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74026251221494,3.0518244919652115,
Point de Vente Bir Mourad Rais 10,Bir Mourad Rais,Bir Mourad Rais,Alger,36.743302299410736,3.0469692092756904,
Point de Vente Bir Mourad Rais 11,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74413037814737,3.0546646024422768,
Point de Vente Bir Mourad Rais 12,Bir Mourad Rais,Bir Mourad Rais,Alger,36.741254352102864,3.04655903721383,
Point de Vente Bir Mourad Rais 13,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74334385681826,3.0462216783316856,
Point de Vente Bir Mourad Rais 14,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74239112171968,3.045356540771848,
Point de Vente Bir Mourad Rais 15,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73504707319777,3.046892543741844,
Point de Vente Bir Mourad Rais 16,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73746189471368,3.046545741566575,
Point de Vente Bir Mourad Rais 17,Bir Mourad Rais,Bir Mourad Rais,Alger,36.741810352604325,3.0517139318058475,
Point de Vente Bir Mourad Rais 18,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73973621133036,3.046285114837381,
Point de Vente Bir Mourad Rais 19,Bir Mourad Rais,Bir Mourad Rais,Alger,36.7373207455645,3.053319899964651,
Point de Vente Bir Mourad Rais 20,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73809726250179,3.0496747863641924,
Point de Vente Bir Mourad Rais 21,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73845082180394,3.0512890265918355,
Point de Vente Bir Mourad Rais 22,Bir Mourad Rais,Bir Mourad Rais,Alger,36.743718534452654,3.0498201563068106,
Point de Vente Bir Mourad Rais 23,Bir Mourad Rais,Bir Mourad Rais,Alger,36.736274728689374,3.0489588716115734,
Point de Vente Bir Mourad Rais 24,Bir Mourad Rais,Bir Mourad Rais,Alger,36.740098304473264,3.053546571781327,
Point de Vente Bir Mourad Rais 25,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74239151909025,3.054761514420474,
Point de Vente Bir Mourad Rais 26,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73554535311376,3.0527101005239885,
Point de Vente Bir Mourad Rais 27,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74223182559512,3.045987050337745,
Point de Vente Bir Mourad Rais 28,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73662796930294,3.052006831329965,
Point de Vente Bir Mourad Rais 29,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74222066015566,3.051986469327697,
Point de Vente Bir Mourad Rais 30,Bir Mourad Rais,Bir Mourad Rais,Alger,36.734973060405245,3.0531259446511307,
Point de Vente Bir Mourad Rais 31,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74015349131543,3.045555627347799,
Point de Vente Bir Mourad Rais 32,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74404557148977,3.052575135251609,
Point de Vente Bir Mourad Rais 33,Bir Mourad Rais,Bir Mourad Rais,Alger,36.738163802815286,3.054660524456885,
Point de Vente Bir Mourad Rais 34,Bir Mourad Rais,Bir Mourad Rais,Alger,36.740105223053625,3.051805802135084,
Point de Vente Bir Mourad Rais 35,Bir Mourad Rais,Bir Mourad Rais,Alger,36.7430653291106,3.0460623330482983,
Point de Vente Bir Mourad Rais 36,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73492299823391,3.054446903457574,
Point de Vente Bir Mourad Rais 37,Bir Mourad Rais,Bir Mourad Rais,Alger,36.741555538834064,3.0517983737279213,
Point de Vente Bir Mourad Rais 38,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73527088660788,3.0517075396742515,
Point de Vente Bir Mourad Rais 39,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74393425763342,3.048252391226672,
Point de Vente Bir Mourad Rais 40,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74030197119272,3.050297468122998,
Point de Vente Bir Mourad Rais 41,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73999240973951,3.053511097280757,
Point de Vente Bir Mourad Rais 42,Bir Mourad Rais,Bir Mourad Rais,Alger,36.7412286266092,3.050848843757989,
Point de Vente Bir Mourad Rais 43,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74040866368908,3.054162043016443,
Point de Vente Bir Mourad Rais 44,Bir Mourad Rais,Bir Mourad Rais,Alger,36.741289151377295,3.052326454549612,
Point de Vente Bir Mourad Rais 45,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73792626990355,3.054878531926509,
Point de Vente Bir Mourad Rais 46,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74344579958362,3.054885194557172,
Point de Vente Bir Mourad Rais 47,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74000377171721,3.0469295745601603,
Point de Vente Bir Mourad Rais 48,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73958977970535,3.052245971922726,
Point de Vente Bir Mourad Rais 49,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73460076708651,3.048663090680812,
Point de Vente Bir Mourad Rais 50,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73468895779688,3.048635509643093,
Point de Vente Bir Mourad Rais 51,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74048304630903,3.0503831368487417,
Point de Vente Bir Mourad Rais 52,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73863914052646,3.054912176383635,
Point de Vente Bir Mourad Rais 53,Bir Mourad Rais,Bir Mourad Rais,Alger,36.742667716636966,3.0512703180982426,
Point de Vente Bir Mourad Rais 54,Bir Mourad Rais,Bir Mourad Rais,Alger,36.7386219771069,3.052243131840044,
Point de Vente Bir Mourad Rais 55,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73725985124578,3.052175916377424,
Point de Vente Bir Mourad Rais 56,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74316089240744,3.051338439326193,
Point de Vente Bir Mourad Rais 57,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74064212587835,3.045464828332024,
Point de Vente Bir Mourad Rais 58,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73935550045924,3.049539756330484,
Point de Vente Bir Mourad Rais 59,Bir Mourad Rais,Bir Mourad Rais,Alger,36.738771202473785,3.051887785105469,
Point de Vente Bir Mourad Rais 60,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73563636413222,3.052818175186385,
Point de Vente Bir Mourad Rais 61,Bir Mourad Rais,Bir Mourad Rais,Alger,36.744266876970215,3.051083316534131,
Point de Vente Bir Mourad Rais 62,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74180282513568,3.0481791324704446,
Point de Vente Bir Mourad Rais 63,Bir Mourad Rais,Bir Mourad Rais,Alger,36.738839982084535,3.052893779319984,
Point de Vente Bir Mourad Rais 64,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74032045876187,3.047999217088193,
Point de Vente Bir Mourad Rais 65,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73872096850367,3.0470004363749084,
Point de Vente Bir Mourad Rais 66,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74203762810043,3.0465282044142774,
Point de Vente Bir Mourad Rais 67,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73898933425569,3.052837790291342,
Point de Vente Bir Mourad Rais 68,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74311199411756,3.046872228900728,
Point de Vente Bir Mourad Rais 69,Bir Mourad Rais,Bir Mourad Rais,Alger,36.73620854866532,3.0457904744427613,
Point de Vente Bir Mourad Rais 70,Bir Mourad Rais,Bir Mourad Rais,Alger,36.74378535734898,3.0544794908869446,
